iter	Logloss
0	0.6697089883
1	0.6510339135
2	0.6315859692
3	0.6128235231
4	0.5966610292
5	0.5810381688
6	0.5701339622
7	0.5563731328
8	0.5459132507
9	0.537000543
10	0.528531833
11	0.5219360899
12	0.5136382756
13	0.5071391761
14	0.5008008384
15	0.4960854516
16	0.4930138475
17	0.4883603315
18	0.4834892347
19	0.4801391432
20	0.4762524303
21	0.4732799018
22	0.4708492112
23	0.467992018
24	0.4653193908
25	0.462530824
26	0.459814519
27	0.4570900581
28	0.4549975148
29	0.4525572272
30	0.4495861628
31	0.4473728548
32	0.4454867981
33	0.4436353828
34	0.442705842
35	0.4411826475
36	0.4394779633
37	0.4376569689
38	0.4360509918
39	0.4343917105
40	0.4327494198
41	0.4319497405
42	0.4305786879
43	0.4295957372
44	0.4284560053
45	0.4276410815
46	0.4264931878
47	0.4253799268
48	0.4243507489
49	0.423490764
50	0.4224303421
51	0.4213799076
52	0.4202879924
53	0.4194519467
54	0.4187129892
55	0.4177911117
56	0.4174453099
57	0.4161538639
58	0.4154307146
59	0.4151278274
60	0.4148580539
61	0.4141448192
62	0.4132259949
63	0.4124882826
64	0.4117658045
65	0.4113284884
66	0.4109980367
67	0.4103974965
68	0.4098098683
69	0.4091898396
70	0.4084272484
71	0.4081400409
72	0.4077970702
73	0.4071996332
74	0.4069295039
75	0.4065135992
76	0.4058568368
77	0.4054029715
78	0.4048552647
79	0.4044317144
80	0.4041370975
81	0.4039805438
82	0.4037327624
83	0.4035909083
84	0.4032557464
85	0.4030160645
86	0.4028150473
87	0.4027020828
88	0.4023856832
89	0.4022818617
90	0.4019817572
91	0.4015612732
92	0.401356354
93	0.400906497
94	0.4005957897
95	0.4003079283
96	0.3999620397
97	0.3997201273
98	0.3995533027
99	0.3991745915
100	0.3987233266
101	0.3984274989
102	0.398293156
103	0.398019496
104	0.3977811577
105	0.3976860585
106	0.3974050757
107	0.397139319
108	0.3969595102
109	0.3966629426
110	0.3960604289
111	0.3958223825
112	0.3956322011
113	0.3952908781
114	0.3950144102
115	0.3948230439
116	0.3943317786
117	0.3942365602
118	0.3938684467
119	0.3938281282
120	0.3937133518
121	0.3936843983
122	0.3930095126
123	0.3928724456
124	0.3925053907
125	0.3924598373
126	0.3923907869
127	0.3923362148
128	0.392153326
129	0.3917538463
130	0.3915834223
131	0.3914278074
132	0.3912653691
133	0.391067529
134	0.3908375548
135	0.3906818659
136	0.3905068164
137	0.3902207268
138	0.3901408946
139	0.3899515366
140	0.389840212
141	0.3896871817
142	0.3894057919
143	0.3891495565
144	0.3888822451
145	0.3886815062
146	0.3885496105
147	0.3880220492
148	0.3878677387
149	0.3876531365
150	0.3875172355
151	0.3874826086
152	0.387185958
153	0.3868677027
154	0.3866916023
155	0.3864887842
156	0.386274786
157	0.3862717527
158	0.3861460671
159	0.3860280233
160	0.3858322636
161	0.385639055
162	0.385420116
163	0.385158004
164	0.3849706051
165	0.3848859719
166	0.3846088119
167	0.3843670888
168	0.384006005
169	0.3838593304
170	0.3837996417
171	0.3835633851
172	0.383307067
173	0.3830383505
174	0.3826927845
175	0.3825278005
176	0.3823007074
177	0.3820439472
178	0.3818192037
179	0.3815719554
180	0.3814363053
181	0.3811108218
182	0.380964856
183	0.3806708194
184	0.3804936956
185	0.3803060387
186	0.3802356872
187	0.379962547
188	0.3795683201
189	0.3792379205
190	0.3791816564
191	0.3791156657
192	0.3788600869
193	0.3786691476
194	0.378483307
195	0.3781162033
196	0.3780874543
197	0.3778089357
198	0.3776768537
199	0.3772793887
200	0.3770724738
201	0.3766106972
202	0.3765332454
203	0.3763718289
204	0.3761495606
205	0.3756704472
206	0.3752723026
207	0.3749466865
208	0.3748394122
209	0.3745067623
210	0.374303378
211	0.3742995695
212	0.374281287
213	0.3740719268
214	0.3737384296
215	0.3736091688
216	0.3735582352
217	0.3732862089
218	0.3731074163
219	0.3730648203
220	0.3727558718
221	0.3726375939
222	0.3724939169
223	0.3723235806
224	0.372224439
