iter	Logloss
350	0.3507998789
351	0.3507632687
352	0.3505340629
353	0.3504438919
354	0.3503944979
355	0.3502243082
356	0.3499862553
357	0.3499522672
358	0.349923945
359	0.3498534578
360	0.3497148371
361	0.3496471471
362	0.3494323584
363	0.3493275501
364	0.3492122506
365	0.3488746323
366	0.3487505064
367	0.348580734
368	0.3483089389
369	0.3481636231
370	0.3481020229
371	0.3479756158
372	0.3478749486
373	0.3478435657
374	0.3477765582
375	0.3476786875
376	0.3476456624
377	0.3473949155
378	0.3472445001
379	0.3471323325
380	0.3470314238
381	0.3467752834
382	0.346684502
383	0.3466469955
384	0.3464774222
385	0.3462107367
386	0.3459560224
387	0.3458703818
388	0.3458104133
389	0.345780763
390	0.3456927623
391	0.3456037837
392	0.3454632032
393	0.3453303157
394	0.3452516766
395	0.3452177873
396	0.3450744301
397	0.3449647126
398	0.3449091267
399	0.3446887363
400	0.344567892
401	0.3443861805
402	0.3443177253
403	0.3443153948
404	0.3441847437
405	0.3439777719
406	0.343907536
407	0.3437843924
408	0.3437231885
409	0.3436338561
410	0.3435365725
411	0.3434491048
412	0.3433742602
413	0.3433398031
414	0.3432035816
415	0.3430968268
416	0.3429750065
417	0.3429330827
418	0.3427988763
419	0.3425579765
420	0.3422545772
421	0.342132918
422	0.3420845215
423	0.3420205745
424	0.3418247531
425	0.3417255052
426	0.3413984024
427	0.3411665439
428	0.3410729046
429	0.3409635993
430	0.3408120413
431	0.3407137326
432	0.34043671
433	0.3403860362
434	0.340255354
435	0.3400546977
436	0.3398214916
437	0.3396910792
438	0.3395919156
439	0.3394119586
440	0.3392497451
441	0.339013621
442	0.3389309689
443	0.3388076176
444	0.338691967
445	0.3386353722
446	0.3385493916
447	0.3384782244
448	0.3382980038
449	0.3381159243
450	0.3379022429
451	0.3378480182
452	0.3377971915
453	0.3376645562
454	0.337498737
455	0.337440218
456	0.3374070471
457	0.3373431272
458	0.3372476615
459	0.3371811662
460	0.3370840109
461	0.3370671563
462	0.3369025472
463	0.3367407486
464	0.3364306208
465	0.3363867701
466	0.3363181315
467	0.3362423759
468	0.3362237559
469	0.3359120281
470	0.3358063548
471	0.3357216446
472	0.3356290441
473	0.3354108204
474	0.3353434457
475	0.3348515475
476	0.3348179545
477	0.3345515432
478	0.3345018932
479	0.3343741075
480	0.3343061526
481	0.3341233047
482	0.334017785
483	0.3336282595
484	0.3334114749
485	0.3332528949
486	0.3332331596
487	0.3330404285
488	0.3328622209
489	0.3326051566
490	0.3324579811
491	0.3322942814
492	0.3320821666
493	0.3320064753
494	0.3319489258
495	0.3318319317
496	0.3316652461
497	0.3315886587
498	0.3314469708
499	0.3312123726
500	0.3311280995
501	0.3309130473
502	0.3307330385
503	0.3305321177
504	0.3304365708
505	0.3301448051
506	0.3300691715
507	0.3299444899
508	0.3298319379
509	0.3296779662
510	0.3296428416
511	0.3293759026
512	0.3292934042
513	0.329180758
514	0.3290352482
515	0.328954276
516	0.328797133
517	0.3287048066
518	0.3285673657
519	0.3284767775
520	0.3282575944
521	0.3281327078
522	0.3280314215
523	0.3278828057
524	0.3276927763
525	0.3276271684
526	0.3275079062
527	0.3273336602
528	0.3271844876
529	0.3270311276
530	0.3269858693
531	0.3267491966
532	0.326595273
533	0.3265226281
534	0.3263250959
535	0.3262260586
536	0.3259932705
537	0.3259532623
538	0.3259097077
539	0.3258872542
540	0.3256552207
541	0.325585824
542	0.3255649442
543	0.3255338204
544	0.3253995267
545	0.3253125502
546	0.3251524467
547	0.3250376064
548	0.324922743
549	0.3248331709
550	0.3247496796
551	0.3246901174
552	0.3245701705
553	0.3243519788
554	0.3242042909
555	0.3240678668
556	0.3239879403
557	0.3238955127
558	0.3236818633
559	0.3235584941
560	0.3234905429
561	0.3232829387
562	0.3232110196
563	0.3231432142
564	0.322954597
565	0.3227609552
566	0.322671801
567	0.3225906824
568	0.3224189433
569	0.3221870567
570	0.3220887977
571	0.3220058612
572	0.3218000159
573	0.3217454754
574	0.3216240794
575	0.3213403437
576	0.3212599362
577	0.3211481868
578	0.3210296017
579	0.3208972836
580	0.3207947308
581	0.3207539566
582	0.3207249345
583	0.3206167986
584	0.3205428131
585	0.3204374874
586	0.3202841764
587	0.3201959707
588	0.3200560916
589	0.3199878866
590	0.3197970821
591	0.3197047233
592	0.3196802057
593	0.319615832
594	0.3194378381
595	0.3193131748
596	0.3192405997
597	0.3192130718
598	0.3190712662
599	0.3190246123
600	0.3188459719
601	0.3187852592
602	0.3186805774
603	0.3186081272
604	0.3184868254
605	0.3181702279
606	0.3180863331
607	0.318009791
608	0.317704604
609	0.3176122662
610	0.3175885174
611	0.3175550592
612	0.317437074
613	0.3174098279
614	0.3173771031
615	0.3171616409
616	0.3171361726
617	0.3169060548
618	0.3168443309
619	0.3166826486
620	0.316646676
621	0.316580617
622	0.3165008981
623	0.3161668646
624	0.3161434251
625	0.3161227831
626	0.3160445717
627	0.3159909439
628	0.3158676145
629	0.3157370174
630	0.3155731915
631	0.315490788
632	0.3154311921
633	0.315262149
634	0.3150703594
635	0.3148742998
636	0.3148052104
637	0.3147967959
638	0.3147022655
639	0.3146637387
640	0.3145006697
641	0.3143761052
642	0.3143348359
643	0.3142570657
644	0.3142382901
645	0.3141990847
646	0.3140684156
647	0.3140193763
648	0.31399627
649	0.3138764642
650	0.3136866724
651	0.3136111825
652	0.3135169088
653	0.3134195875
654	0.3132702761
655	0.3132466874
656	0.3131764785
657	0.3128922273
658	0.3127732238
659	0.3125119342
660	0.3123050542
661	0.3122769769
662	0.3121416787
663	0.3120585155
664	0.3117199958
665	0.3116564659
666	0.3116514524
667	0.3116270154
668	0.3114796953
669	0.3113417406
670	0.311123182
671	0.3110654098
672	0.31089782
673	0.3108086489
674	0.3105138727
675	0.3103833076
676	0.3103035164
677	0.310088243
678	0.3100428267
679	0.3099130785
680	0.309898237
681	0.3097705563
682	0.3097001866
683	0.3095976079
684	0.3095501141
685	0.3094983048
686	0.3094308072
687	0.3093827401
688	0.3091667226
689	0.3091356064
690	0.3090548792
691	0.3089983243
692	0.3089385002
693	0.3087232887
694	0.3086090204
695	0.3085572107
696	0.3085308507
697	0.30842774
698	0.3083311886
699	0.308244215
700	0.3081176058
701	0.3080393854
702	0.3078861515
703	0.307780189
704	0.3076732667
705	0.3075602735
706	0.3073917781
707	0.3073131808
708	0.3071948543
709	0.3069586349
710	0.3069498771
711	0.3069071155
712	0.3067838909
713	0.3067687572
714	0.3066733168
715	0.3066085517
716	0.3065912669
717	0.306474082
718	0.3063861148
719	0.3063546634
720	0.3061893047
721	0.3060651203
722	0.3059272044
723	0.3058581252
724	0.3057627073
725	0.3057156391
726	0.3055865891
727	0.3054906933
728	0.3053828724
729	0.3053304075
730	0.3052634055
731	0.3052001442
732	0.3050995481
733	0.3050647312
734	0.3050095057
735	0.304933439
736	0.3047516296
737	0.3046275717
738	0.304581237
739	0.304551868
740	0.3044057008
741	0.3043228466
742	0.304122998
743	0.3040974119
744	0.3040342141
745	0.3039366884
746	0.3038011905
747	0.3036273865
748	0.3035688582
749	0.303208819
750	0.3031143982
751	0.3030827063
752	0.303018461
753	0.3029323964
754	0.302867096
755	0.3027449071
756	0.3025808977
757	0.3023235143
758	0.3022307484
759	0.3021315529
760	0.3020760478
761	0.3019407507
762	0.3019116898
763	0.3018372779
764	0.3017399328
765	0.3014247168
766	0.3012577784
767	0.3010626372
768	0.300802444
769	0.3006579792
770	0.3005196416
771	0.3004914794
772	0.3003172465
773	0.3000844569
774	0.3000036144
775	0.2999428657
776	0.2998175817
777	0.2996730975
778	0.2996259417
779	0.2995143658
780	0.2993206977
781	0.2991434063
782	0.2990151814
783	0.2989415143
784	0.2988454287
785	0.2988316493
786	0.2987341175
787	0.2984124477
788	0.2983801679
789	0.2983406538
790	0.29832162
791	0.2982411426
792	0.2982052346
793	0.2981292975
794	0.2979464865
795	0.2978764371
796	0.297697042
797	0.2976362048
798	0.2976158095
799	0.2975350688
800	0.2975188539
801	0.2973936552
802	0.2973219466
803	0.2972086788
804	0.2971446237
805	0.297139314
806	0.29693832
807	0.296823022
808	0.2967474815
809	0.2966820829
810	0.296643124
811	0.2965878199
812	0.2964742113
813	0.296375124
814	0.2961983741
815	0.2960446576
816	0.2959625121
817	0.2959045565
818	0.2958534305
819	0.295821281
820	0.2956303841
821	0.2955853438
822	0.2954816293
823	0.2953603219
824	0.2952598786
825	0.2951730431
826	0.2951394393
827	0.294999356
828	0.2948613803
829	0.2946987887
830	0.2946484724
831	0.2945244642
832	0.2942485954
833	0.2940283715
834	0.2938988884
835	0.2938457933
836	0.2937518034
837	0.2936689628
838	0.2935492576
839	0.2934356396
840	0.2933136487
841	0.2932614202
842	0.2931577612
843	0.2929473364
844	0.29289695
845	0.2928693063
846	0.2927566435
847	0.2925138316
848	0.2924134267
849	0.2922699226
850	0.2921168982
851	0.2920051853
852	0.291842509
853	0.2917970129
854	0.2916499719
855	0.2915155456
856	0.2913897985
857	0.2913657508
858	0.2911890856
859	0.2911143069
860	0.291014805
861	0.2908453294
862	0.2907623907
863	0.290741277
864	0.2906515411
865	0.2905940232
866	0.2905454725
867	0.2904707428
868	0.2903476684
869	0.2903189817
870	0.2902974243
871	0.2902003938
872	0.2901108196
873	0.2899982713
874	0.2898547803
875	0.2897360364
876	0.2896915144
877	0.2895196956
878	0.2894521661
879	0.2894256012
880	0.2894154434
881	0.289338052
882	0.2893124649
883	0.2892805691
884	0.2892655613
885	0.2891422346
886	0.2891161889
887	0.2890995039
888	0.2890163993
889	0.2889250901
890	0.2888818709
891	0.2887754833
892	0.2886578775
893	0.2882930532
894	0.2882482742
895	0.2881491118
896	0.2880065309
897	0.2879418552
898	0.2877699126
899	0.2877372534
900	0.2875579149
901	0.2875297034
902	0.2874320638
903	0.2873083654
904	0.2872097962
905	0.287011718
906	0.2868544631
907	0.2867793193
908	0.2866069979
909	0.2865506614
910	0.2865017663
911	0.286475549
912	0.2864191816
913	0.2863215274
914	0.286282028
915	0.2861457795
916	0.2861090025
917	0.2860073354
918	0.2859376934
919	0.2858925158
920	0.2858685472
921	0.2858066909
922	0.2857028888
923	0.2855700774
924	0.2853537419
925	0.2853356144
926	0.2852531061
927	0.2850101843
928	0.2848674115
929	0.2848360057
930	0.2846844127
931	0.2846261807
932	0.2845605022
933	0.2845161605
934	0.2844823699
935	0.2843925989
936	0.2842985901
937	0.2842192994
938	0.2841826196
939	0.2841558512
940	0.2841178283
941	0.2840594632
942	0.2840151542
943	0.2839630764
944	0.2838322938
945	0.2837721096
946	0.283728423
947	0.28353416
948	0.2835123522
949	0.2834718128
950	0.2832639738
951	0.2832305416
952	0.2830938123
953	0.2829860819
954	0.282955029
955	0.2829066675
956	0.2828447934
957	0.2828009643
958	0.2826925332
959	0.2826154101
960	0.2825649878
961	0.2825033654
962	0.2824700354
963	0.2824558551
964	0.282379463
965	0.2822856338
966	0.2822097175
967	0.2821608164
968	0.282093765
969	0.2820630029
970	0.2820475218
971	0.2820250732
972	0.281976189
973	0.2818700788
974	0.2818096803
975	0.2817480786
976	0.2816817875
977	0.2816714213
978	0.2816118564
979	0.2815474533
980	0.2814898915
981	0.2814461708
982	0.2813537123
983	0.2811683639
984	0.2809946016
985	0.2809350936
986	0.2808889654
987	0.2808405431
988	0.2807818096
989	0.2807156783
990	0.2806165794
991	0.2805250904
992	0.2804634548
993	0.2803433029
994	0.280247136
995	0.2801833958
996	0.2801383757
997	0.2799522887
998	0.2798051675
999	0.27954861
